Number of declaration,Gender,Year,First name
11.0,M,2021,Aboubakar
5.0,M,2005,Mohammad
11.0,F,2021,Kayla
24.0,F,2005,Ilona
25.0,F,2004,Cassandra
12.0,M,2011,Maxim
12.0,F,2017,Élisabeth
11.0,M,2021,Archibald
6.0,F,2005,Nicole
11.0,F,2021,Malia
44.0,F,2005,Ines
9.0,F,2004,Chaïma
5.0,F,2011,Mayar
6.0,M,2017,Eneko
10.0,F,2021,May
6.0,M,2005,Nil
10.0,F,2021,Martha
283.0,F,2005,Inès
105.0,F,2004,Clémence
46.0,M,2011,Mehdi
108.0,M,2017,Ethan
10.0,F,2021,Salma
248.0,M,2005,Paul
10.0,F,2021,Sira
5.0,M,2005,Ismael
7.0,F,2004,Cléophée
17.0,M,2011,Naïm
8.0,M,2017,Gael
9.0,M,2021,Romeo
6.0,F,2005,Rim
10.0,M,2021,Avi
14.0,M,2005,Johan
51.0,F,2004,Constance
8.0,M,2011,Noan
7.0,M,2017,Gaspar
8.0,F,2021,Assiya
92.0,F,2005,Romane
10.0,M,2021,Charly
6.0,M,2005,Jude
10.0,F,2004,Delphine
7.0,F,2011,Noura
13.0,M,2017,Guillaume
8.0,F,2021,Lynn
9.0,F,2005,Safa
9.0,F,2021,Bella
110.0,M,2005,Julien
19.0,F,2004,Dounia
31.0,F,2011,Paloma
5.0,F,2017,Hajar
8.0,F,2021,Solène
7.0,F,2005,Shanna
9.0,F,2021,Clarisse
11.0,F,2005,Karine
6.0,F,2004,Eliane
11.0,F,2011,Prune
6.0,M,2017,Honoré
8.0,M,2021,Abraham
86.0,M,2005,Simon
9.0,M,2021,François
12.0,F,2005,Léana
24.0,M,2004,Elliot
64.0,M,2011,Romain
6.0,M,2017,Hussein
8.0,M,2021,Aliocha
34.0,F,2005,Solène
8.0,F,2021,Yael
6.0,F,2005,Loane
5.0,M,2004,Felix
6.0,F,2011,Safia
24.0,M,2017,Ilyan
7.0,M,2021,Lilian
13.0,M,2005,Souleymane
8.0,M,2021,Jibril
6.0,F,2005,Louane
56.0,M,2004,Grégoire
198.0,F,2011,Sarah
57.0,F,2017,Inaya
6.0,F,2021,Aïssa
7.0,M,2005,Stan
8.0,M,2021,Mohammad
9.0,M,2005,Lukas
8.0,F,2004,Hana
5.0,M,2011,Shaï
7.0,F,2017,Jane
6.0,F,2021,Alexia
7.0,M,2005,Swann
7.0,F,2021,Ayna
6.0,F,2005,Manelle
22.0,F,2004,Hortense
97.0,F,2011,Sofia
6.0,M,2017,Jean-Baptiste
6.0,F,2021,Astrée
17.0,F,2005,Tara
7.0,F,2021,Eve
17.0,F,2005,Mia
9.0,F,2004,Sibylle
8.0,M,2011,Souleyman
6.0,M,2017,Joris
6.0,F,2021,Clotilde
10.0,M,2005,Thibaud
7.0,M,2021,Seydou
5.0,M,2005,Naïm
18.0,F,2004,Sirine
6.0,F,2004,Abigaël
124.0,F,2017,Juliette
6.0,F,2021,Gaëlle
18.0,M,2005,Tiago
7.0,M,2021,Soren
28.0,M,2005,Nils
46.0,F,2004,Sophie
6.0,M,2004,Aboubakar
18.0,F,2017,June
6.0,F,2021,Miral
61.0,F,2005,Violette
6.0,F,2021,Anaë
5.0,M,2005,Orso
12.0,F,2004,Tara
5.0,F,2004,Aimée
21.0,F,2017,Kenza
6.0,M,2021,Giovanni
5.0,M,2005,Yasser
6.0,F,2021,Dounia
88.0,M,2005,Quentin
6.0,M,2004,Térence
5.0,M,2004,Aly
6.0,F,2017,Klara
6.0,M,2021,Marley
9.0,M,2005,Zachary
6.0,F,2021,Jodie
68.0,M,2005,Rayane
5.0,F,2004,Thalie
13.0,M,2004,Anas
9.0,F,2017,Lahna
6.0,M,2021,Néo
6.0,M,2006,Abdou
6.0,F,2021,Razane
28.0,F,2005,Sabrina
34.0,M,2004,Théophile
9.0,F,2004,Angela
33.0,F,2017,Laura
5.0,F,2021,Abigaïl
23.0,M,2006,Adem
6.0,F,2021,Safa
10.0,F,2005,Serena
15.0,M,2004,Tony
22.0,M,2004,Aymeric
38.0,F,2017,Lily
5.0,F,2021,Ariana
9.0,M,2006,Alassane
6.0,M,2021,Andréas
5.0,F,2005,Shaïna
13.0,F,2004,Viviane
5.0,M,2004,Barnabé
13.0,M,2017,Lorenzo
5.0,F,2021,Daniella
6.0,F,2006,Alba
6.0,M,2021,Keziah
9.0,F,2005,Talia
19.0,M,2004,Xavier
6.0,M,2004,Benoit
115.0,F,2017,Lou
5.0,F,2021,Lea
5.0,M,2006,Alec
6.0,M,2021,Lewis
9.0,F,2005,Tatiana
56.0,M,2004,Yann
16.0,F,2004,Binta
6.0,M,2017,Louay
5.0,F,2021,Yousra
5.0,F,2006,Alessandra
5.0,F,2021,April
6.0,F,2005,Valérie
5.0,F,2005,Aïssé
7.0,M,2004,Boris
11.0,M,2017,Lukas
5.0,M,2021,Cayden
29.0,F,2006,Alexia
5.0,F,2021,Assetou
6.0,M,2005,Vianney
12.0,M,2005,Alexander
20.0,M,2004,Bruno
10.0,F,2017,Lydia
5.0,M,2021,Colomban
6.0,M,2006,Alexy
5.0,F,2021,Azélie
11.0,M,2005,Wandrille
32.0,M,2005,Ali
17.0,F,2004,Cassandre
5.0,M,2017,Mael
5.0,M,2021,Gino
38.0,F,2006,Alicia
5.0,F,2021,Erin
13.0,M,2005,Yoan
8.0,M,2005,Aloïs
9.0,M,2004,Célian
7.0,F,2017,Nada
5.0,M,2021,Marlo
14.0,M,2006,Allan
5.0,F,2021,Kamelia
21.0,M,2005,Youssef
13.0,F,2005,Amel
130.0,F,2004,Charlotte
9.0,F,2017,Ombeline
5.0,M,2021,Mylann
10.0,M,2006,Anas
5.0,F,2021,Keyla
7.0,F,2005,Zineb
21.0,M,2005,Amir
52.0,F,2004,Claire
7.0,F,2017,Oriane
5.0,M,2021,Safwan
8.0,F,2019,Louane
5.0,F,2021,Marnie
100.0,F,2005,Zoé
30.0,M,2005,Anthony
7.0,F,2004,Clothilde
16.0,M,2017,Owen
8.0,F,2019,Ida
8.0,F,2019,Lynn
5.0,F,2021,Michelle
11.0,M,2006,Adel
5.0,F,2005,Aurelia
5.0,F,2004,Cynthia
15.0,F,2017,Philippine
8.0,F,2019,Maeva
8.0,F,2019,Martha
5.0,M,2021,Abdou
6.0,F,2006,Adriana
15.0,F,2005,Bertille
21.0,F,2004,Elisabeth
71.0,M,2017,Robin
7.0,M,2019,Youness
8.0,F,2019,Zeynab
5.0,M,2021,Andrei
26.0,M,2006,Ali
6.0,M,2005,Blaise
30.0,F,2004,Estelle
5.0,F,2017,Shaïly
7.0,F,2019,Syrine
7.0,M,2019,Aden
5.0,M,2021,Aymeric
153.0,F,2006,Alice
7.0,M,2005,Boris
32.0,F,2004,Eugénie
9.0,F,2017,Solveig
7.0,F,2019,Talya
7.0,M,2019,Nelson
5.0,M,2021,Dante
14.0,F,2006,Alyssa
39.0,F,2005,Céline
5.0,F,2004,Fantine
6.0,M,2017,Tahar
6.0,M,2019,Arnaud
7.0,F,2019,Selena
5.0,M,2021,Filip
17.0,F,2004,Ilana
6.0,M,2005,Cheick
90.0,M,2004,Guillaume
34.0,M,2017,Vadim
6.0,M,2019,Étienne
7.0,F,2019,Sonia
5.0,M,2021,Livio
8.0,F,2004,Jana
5.0,M,2005,Chris
16.0,M,2004,Gustave
5.0,M,2017,Winner
6.0,M,2019,Prince
6.0,M,2019,Ron
5.0,M,2021,Makan
187.0,M,2004,Jules
7.0,M,2005,Christopher
6.0,F,2004,Hasna
10.0,M,2017,Youcef
6.0,M,2019,Sofiane
6.0,M,2019,Sidy
5.0,M,2021,Massyl
119.0,F,2004,Julie
112.0,F,2005,Clémence
8.0,F,2017,Zaynab
5.0,M,2019,Aïden
6.0,F,2019,Calypso
7.0,M,2019,Calixte
9.0,F,2004,Kadiatou
5.0,M,2005,Corto
6.0,M,2018,Aharon
5.0,M,2019,Alassane
6.0,F,2019,Evy
7.0,M,2019,Tenzin
9.0,F,2004,Lauren
10.0,F,2005,Dana
8.0,F,2018,Aïsha
5.0,M,2019,Alpha
6.0,F,2019,Ivana
7.0,M,2019,Yassin
16.0,F,2004,Léane
5.0,M,2005,Donatien
6.0,F,2018,Aissatou
5.0,M,2019,Andréas
6.0,F,2019,Johanna
7.0,F,2019,Antonia
5.0,F,2004,Loan
12.0,M,2005,Elio
18.0,M,2018,Amadou
5.0,M,2019,Aron
6.0,F,2019,Kadidia
7.0,F,2019,Ashley
9.0,M,2004,Loris
5.0,M,2005,Elyès
11.0,F,2018,Amelia
5.0,M,2019,Hillel
6.0,F,2019,Lyanna
7.0,F,2019,Candice
6.0,F,2004,Loubna
5.0,M,2005,Estéban
8.0,M,2018,Arié
5.0,M,2019,Kiyan
6.0,F,2019,Malak
6.0,M,2019,Jérémy
237.0,M,2004,Louis
20.0,F,2005,Eugénie
25.0,F,2018,Augustine
5.0,M,2019,Lilian
6.0,F,2019,Myla
6.0,M,2019,Karl
9.0,F,2004,Louison
5.0,M,2005,Fares
8.0,F,2018,Bella
5.0,F,2019,Louve
5.0,M,2019,Billy
6.0,F,2019,Cécile
8.0,F,2004,Lucy
6.0,F,2005,Flavie
6.0,F,2018,Camilia
5.0,F,2019,Neïla
5.0,M,2019,Kaïss
6.0,F,2019,Djena
19.0,M,2004,Luka
56.0,F,2005,Garance
9.0,M,2018,Colin
5.0,F,2019,Safiatou
5.0,M,2019,Lewis
6.0,F,2019,Domitille
6.0,M,2004,Marc-Antoine
7.0,M,2005,Hélios
7.0,M,2018,Dan
242.0,M,2020,Arthur
5.0,M,2019,Marley
6.0,F,2019,Kadidja
204.0,F,2004,Marie
5.0,M,2005,Ilyan
5.0,F,2018,Dounia
159.0,F,2020,Alma
5.0,M,2019,Silas
6.0,F,2019,Loïs
15.0,F,2004,Marina
17.0,M,2005,Issa
62.0,M,2018,Eden
114.0,F,2020,Romy
5.0,M,2019,Solan
6.0,F,2019,Niouma
5.0,F,2004,Marylou
20.0,M,2005,Jérémie
10.0,M,2018,Édouard
81.0,M,2020,Martin
5.0,M,2019,Ziad
6.0,F,2019,Perle
45.0,M,2004,Matteo
7.0,F,2005,Joana
18.0,F,2018,Elya
76.0,M,2020,Amir
5.0,F,2019,Anita
6.0,F,2019,Solange
5.0,M,2004,Meziane
5.0,F,2005,Joanna
9.0,M,2018,Emilio
69.0,M,2020,Mathis
5.0,F,2019,Audrey
5.0,M,2019,Anass
27.0,M,2004,Nassim
73.0,F,2005,Joséphine
5.0,F,2018,Emily
68.0,F,2020,Maya
5.0,F,2019,Chana
5.0,M,2019,Ouriel
11.0,F,2004,Nell
5.0,F,2005,Kadidiatou
12.0,F,2018,Estelle
64.0,F,2020,Alba
5.0,F,2019,Élina
5.0,F,2019,Ferima
8.0,F,2004,Nelly
5.0,F,2005,Katia
12.0,M,2018,Eugène
60.0,M,2020,Léopold
5.0,F,2019,Gaëlle
5.0,F,2019,Samia
6.0,F,2004,Olympe
8.0,F,2005,Lauren
5.0,M,2018,Ewan
49.0,M,2020,Milo
5.0,F,2019,Joey
246.0,M,2020,Louis
40.0,M,2004,Pablo
5.0,F,2005,Laurène
5.0,M,2018,Eytan
43.0,F,2020,Luna
5.0,F,2019,Luisa
139.0,M,2020,Lucas
13.0,F,2004,Perrine
18.0,M,2005,Laurent
24.0,M,2018,Ezra
43.0,F,2020,Pia
5.0,F,2019,Maylis
115.0,M,2020,Hugo
9.0,F,2004,Rim
20.0,F,2005,Lilia
21.0,F,2018,Fanta
41.0,F,2020,Noémie
252.0,M,2020,Raphaël
76.0,F,2020,Léonie
41.0,M,2004,Ryan
9.0,F,2005,Linda
7.0,F,2018,Gemma
28.0,M,2020,Max
138.0,F,2020,Anna
54.0,F,2020,Clémence
7.0,M,2004,Saïd
17.0,F,2005,Lison
11.0,F,2018,Gloria
25.0,F,2020,Hawa
113.0,M,2020,Noé
54.0,F,2020,Margot
8.0,M,2005,Malek
9.0,F,2018,Hajar
19.0,M,2020,Jayden
86.0,M,2020,Ismaël
48.0,M,2020,Marin
6.0,M,2005,Malik
6.0,M,2018,Jason
18.0,F,2020,Aliyah
49.0,M,2020,Imran
47.0,M,2020,Ayoub
6.0,M,2005,Marc-Antoine
12.0,F,2018,Layana
18.0,F,2020,Anaëlle
46.0,F,2020,Mathilde
45.0,M,2020,William
22.0,M,2005,Mathys
156.0,F,2018,Léa
18.0,F,2020,Carmen
43.0,F,2020,Liv
39.0,F,2020,Ellie
5.0,F,2005,Matilde
8.0,M,2018,Leandro
16.0,M,2020,Lamine
40.0,M,2020,Benjamin
33.0,M,2020,Joachim
25.0,M,2005,Matthias
24.0,F,2018,Lena
16.0,F,2020,Bérénice
40.0,M,2020,Gabin
30.0,F,2020,Aliénor
34.0,M,2005,Max
9.0,F,2018,Linda
16.0,F,2020,Eline
39.0,M,2020,Pierre
30.0,F,2020,Amina
6.0,F,2005,Mélia
8.0,F,2018,Line
15.0,F,2020,Jenna
33.0,M,2020,Naïm
29.0,M,2020,Youssouf
11.0,F,2005,Mélina
10.0,M,2018,Lior
14.0,F,2020,Marion
29.0,F,2020,Mya
27.0,F,2020,Awa
10.0,F,2005,Mina
12.0,F,2018,Lison
13.0,M,2020,Ilan
26.0,F,2020,Sophie
26.0,M,2020,Matthieu
154.0,M,2005,Mohamed
5.0,M,2018,Lounes
13.0,F,2020,Elisabeth
25.0,F,2020,Norah
25.0,M,2020,Nathanaël
9.0,F,2005,Naïs
6.0,M,2018,Lubin
13.0,F,2020,Imane
21.0,F,2020,Lison
22.0,M,2020,Nahil
12.0,F,2005,Natacha
54.0,F,2018,Luna
12.0,M,2020,Virgile
18.0,M,2020,Oumar
21.0,F,2020,Ariane
8.0,F,2005,Niouma
5.0,F,2018,Lynn
11.0,F,2020,Thalia
15.0,F,2020,Assya
19.0,M,2020,Diego
107.0,F,2005,Noémie
8.0,F,2018,Mayar
10.0,M,2020,Lior
14.0,M,2020,Ryan
19.0,F,2020,Coline
6.0,F,2005,Norah
6.0,M,2018,Mendel
9.0,M,2020,Étienne
14.0,F,2020,Ayline
18.0,F,2020,Elina
5.0,M,2005,Oskar
94.0,F,2018,Mia
9.0,F,2020,Lital
13.0,M,2020,Timothé
15.0,F,2020,Manel
38.0,M,2005,Rémi
9.0,F,2018,Naya
9.0,F,2020,Sira
12.0,M,2020,Neil
14.0,M,2020,Ange
43.0,M,2005,Robin
15.0,F,2018,Nayla
8.0,M,2020,Alfred
12.0,F,2020,Arya
14.0,M,2020,Dylan
22.0,M,2005,Sébastien
30.0,M,2018,Nicolas
8.0,M,2020,Elouan
11.0,M,2020,Édouard
14.0,M,2020,Mahé
6.0,F,2005,Shayna
6.0,F,2018,Rivka
8.0,M,2020,Gaëtan
11.0,F,2020,Léopoldine
14.0,F,2020,Angèle
10.0,F,2005,Sibylle
158.0,F,2018,Rose
8.0,M,2020,Nabil
10.0,M,2020,Ari
14.0,F,2020,Halima
7.0,F,2005,Toscane
56.0,F,2018,Roxane
8.0,M,2020,Zéphyr
10.0,M,2020,Habib
13.0,M,2020,Aksel
9.0,M,2005,Ugo
48.0,F,2018,Salomé
8.0,F,2020,Dalia
10.0,F,2020,Ania
13.0,F,2020,Amélie
6.0,F,2005,Valentina
17.0,M,2018,Swann
7.0,M,2020,Ishaq
10.0,F,2020,Gisèle
11.0,M,2020,Elijah
89.0,F,2005,Victoria
50.0,M,2018,Théo
7.0,M,2020,Matéo
9.0,F,2020,Amandine
11.0,F,2020,Aïda
5.0,M,2005,Waël
45.0,M,2018,Tristan
7.0,M,2020,Paolo
9.0,F,2020,Astrid
11.0,F,2020,Liya
9.0,M,2005,Yannick
9.0,M,2018,Walid
7.0,M,2020,Yacoub
9.0,F,2020,Emily
10.0,M,2020,Matthias
6.0,M,2006,Abdallah
24.0,M,2018,Yacine
7.0,F,2020,Aïssata
9.0,F,2020,Nine
10.0,M,2020,Naor
6.0,M,2006,Aboubakar
6.0,M,2018,Zakariya
7.0,F,2020,Coumba
8.0,M,2020,El
8.0,M,2020,Christ
22.0,M,2006,Ahmed
195.0,F,2019,Jeanne
7.0,F,2020,Evy
8.0,M,2020,Imrane
8.0,F,2020,Carla
23.0,F,2006,Albane
181.0,M,2019,Léon
7.0,F,2020,Eya
8.0,M,2020,Moustapha
8.0,F,2020,Helena
5.0,M,2006,Amara
72.0,M,2019,Clément
7.0,F,2020,Matilda
7.0,M,2020,Mael
7.0,M,2020,Eren
23.0,M,2004,Ilian
63.0,F,2019,Fatoumata
7.0,F,2020,Naïla
7.0,M,2020,Michael
7.0,M,2020,Lysandre
15.0,M,2004,Ilias
56.0,M,2019,Théodore
7.0,F,2020,Soumaya
7.0,M,2020,Ziyad
7.0,M,2020,Rayane
6.0,F,2004,Imène
43.0,F,2019,Sasha
6.0,M,2020,Avi
7.0,F,2020,Firdaws
7.0,M,2020,Tobias
268.0,F,2004,Inès
40.0,M,2019,Armand
6.0,M,2020,Hillel
7.0,F,2020,Milla
7.0,F,2020,Héléna
5.0,F,2004,Iona
40.0,M,2019,Ernest
7.0,F,2020,Rachel
6.0,M,2020,Eric
5.0,M,2004,Israël
38.0,M,2019,Elie
6.0,M,2020,Andrew
6.0,M,2020,Gustavo
29.0,F,2004,Jessica
38.0,M,2019,Idriss
6.0,M,2020,Aymeric
6.0,M,2020,Haron
5.0,M,2004,Joey
38.0,M,2019,Lenny
6.0,M,2020,Etienne
6.0,M,2020,Milhane
5.0,F,2004,Joy
37.0,M,2019,Joachim
6.0,M,2020,Gaspar
6.0,M,2020,Samba
10.0,M,2004,Karl
36.0,M,2019,Jacques
6.0,M,2020,Nissim
6.0,M,2020,Stefan
6.0,M,2004,Khalil
35.0,M,2019,Omar
6.0,M,2020,Sixte
6.0,M,2020,Yacouba
10.0,M,2004,Kyllian
32.0,M,2019,Alban
6.0,F,2020,Arielle
6.0,F,2020,Élia
6.0,M,2004,Léni
32.0,M,2019,Antonin
6.0,M,2004,Ilyass
6.0,F,2020,Éloïse
39.0,M,2004,Léonard
26.0,F,2019,Ariane
6.0,F,2004,Kadidiatou
6.0,F,2020,Élyne
22.0,F,2004,Lili
25.0,F,2019,Mina
56.0,F,2004,Léna
26.0,M,2004,Matéo
22.0,F,2019,Talia
8.0,M,2004,Leo
142.0,M,2004,Mathis
19.0,F,2019,Violette
33.0,F,2004,Lila
6.0,F,2004,Nesrine
18.0,M,2019,Ange
11.0,F,2004,Liora
5.0,M,2004,Nour
18.0,M,2019,Edouard
130.0,F,2004,Lou
21.0,F,2004,Oriane
17.0,M,2019,François
25.0,F,2004,Lyna
36.0,F,2004,Roxane
15.0,M,2019,Grégoire
10.0,F,2004,Maé
8.0,F,2004,Roxanne
15.0,F,2019,Lahna
31.0,M,2004,Malo
124.0,M,2004,Sacha
15.0,F,2019,Yara
12.0,F,2004,Maryam
14.0,M,2019,Alex
30.0,F,2004,Maud
14.0,M,2019,Yann
7.0,M,2004,Mayeul
13.0,M,2019,Emmanuel
8.0,F,2004,Mayssa
13.0,M,2019,Waël
18.0,F,2004,Mila
12.0,M,2019,Joaquim
15.0,F,2004,Mina
12.0,F,2019,Kadiatou
15.0,M,2004,Naël
12.0,F,2019,Kamila
24.0,M,2004,Omar
12.0,F,2019,Rosalie
7.0,M,2004,Paul-Antoine
12.0,F,2019,Soumaya
12.0,F,2004,Philomène
11.0,M,2019,Mayeul
9.0,M,2004,Robinson
11.0,M,2019,Swan
22.0,F,2004,Rosalie
11.0,F,2019,Eliana
27.0,F,2004,Salma
11.0,F,2019,Farah
78.0,F,2004,Salomé
11.0,F,2019,Mélina
6.0,F,2006,Anouck
9.0,M,2019,Aliou
5.0,F,2006,Arielle
9.0,M,2019,Jason
8.0,F,2006,Asma
9.0,M,2019,Lubin
10.0,F,2006,Assa
9.0,M,2019,Nahel
20.0,M,2006,Ayoub
9.0,M,2019,Walid
7.0,M,2006,Bilel
9.0,F,2019,Camila
7.0,F,2006,Celia
9.0,F,2019,Solveig
17.0,M,2006,Christopher
8.0,M,2019,Eliakim
10.0,F,2006,Cléa
8.0,M,2006,André
17.0,F,2006,Clotilde
18.0,M,2006,Arnaud
6.0,M,2006,Corto
31.0,F,2006,Aurore
5.0,M,2006,Dario
9.0,M,2006,Ayman
7.0,M,2006,Dominique
5.0,F,2006,Binta
36.0,M,2006,Dorian
5.0,F,2006,Camillia
29.0,F,2006,Ella
8.0,F,2006,Carlotta
39.0,M,2006,Emmanuel
12.0,F,2006,Cassandra
6.0,F,2006,Erin
6.0,F,2006,Chayma
45.0,M,2006,Esteban
10.0,M,2006,Colin
22.0,F,2006,Estelle
43.0,F,2006,Constance
6.0,M,2006,Ewan
7.0,F,2006,Cynthia
10.0,M,2006,Fares
12.0,F,2006,Diana
78.0,F,2006,Héloïse
15.0,F,2006,Eléa
7.0,F,2006,Ilona
38.0,M,2006,Elliot
9.0,M,2006,Ismael
22.0,F,2006,Elodie
11.0,M,2006,Jeremy
5.0,M,2006,Ernest
13.0,M,2006,Johan
37.0,M,2006,Etienne
7.0,M,2006,John
157.0,F,2006,Eva
23.0,M,2006,Jonas
16.0,M,2006,Ewen
93.0,M,2006,Joseph
50.0,M,2006,Félix
7.0,F,2006,Ketsia
5.0,M,2006,Ferdinand
13.0,F,2006,Laëtitia
6.0,M,2006,Flavien
8.0,M,2006,Lancelot
17.0,M,2006,Florent
81.0,F,2006,Laura
7.0,M,2006,Henry
5.0,F,2006,Léana
29.0,M,2006,Ilyes
61.0,F,2006,Léna
11.0,M,2006,Ismaïl
13.0,M,2006,Loris
22.0,M,2006,Joachim
8.0,F,2006,Maelys
8.0,F,2006,Kamila
7.0,M,2006,Malick
5.0,M,2006,Karol
18.0,F,2006,Marilou
5.0,F,2006,Kyara
23.0,F,2006,Mélanie
5.0,M,2006,Lazare
15.0,M,2006,Nathanaël
12.0,M,2006,Léandre
9.0,F,2006,Nayla
10.0,F,2006,Lou-Anne
7.0,M,2006,Neil
10.0,F,2006,Lucy
9.0,F,2006,Nell
14.0,F,2006,Maryam
6.0,M,2006,Néo
5.0,F,2006,Maxine
20.0,M,2006,Omar
5.0,F,2006,Mayane
15.0,F,2006,Oumou
128.0,M,2006,Nicolas
15.0,M,2006,Patrick
6.0,F,2006,Nicole
5.0,M,2006,Ramy
17.0,F,2006,Rita
30.0,F,2006,Raphaëlle
27.0,F,2006,Rosalie
5.0,F,2006,Rokhaya
67.0,F,2006,Rose
23.0,M,2006,Sasha
21.0,M,2006,Sami
10.0,F,2006,Shaïna
7.0,F,2006,Tatiana
11.0,M,2006,Wesley
7.0,F,2006,Thalia
40.0,M,2006,Yacine
51.0,M,2006,Ulysse
33.0,M,2006,Yann
5.0,M,2006,Vassili
5.0,F,2007,Abigaël
5.0,M,2006,Wilhem
5.0,M,2007,Adonis
15.0,M,2006,Yannis
13.0,M,2007,Alassane
6.0,M,2006,Yoël
7.0,M,2007,Alpha
7.0,F,2006,Ysée
8.0,F,2007,Alya
10.0,F,2006,Zélie
6.0,M,2007,Amin
5.0,M,2007,Adil
15.0,F,2007,Amina
5.0,F,2007,Adja
11.0,F,2007,Anaé
5.0,F,2007,Agnès
13.0,F,2007,Angela
9.0,M,2007,Alexander
15.0,F,2007,Anissa
27.0,F,2007,Alma
6.0,F,2007,Avril
12.0,M,2007,Ambroise
6.0,M,2007,Badis
6.0,F,2007,Anaël
36.0,M,2007,Basile
19.0,M,2007,Anas
8.0,M,2007,Bilel
6.0,F,2007,Andrea
195.0,F,2007,Camille
15.0,F,2007,Angelina
17.0,F,2007,Cléa
5.0,F,2007,Angie
7.0,M,2007,Colin
38.0,F,2007,Anouk
7.0,M,2007,Cyrus
12.0,M,2007,Ariel
5.0,F,2007,Dana
51.0,F,2007,Aya
73.0,F,2007,Diane
78.0,M,2007,Benjamin
9.0,F,2007,Emily
6.0,M,2007,Calixte
28.0,F,2007,Estelle
13.0,F,2007,Camélia
6.0,M,2007,Eugène
39.0,F,2007,Clémentine
11.0,M,2007,Ewan
16.0,F,2007,Dounia
5.0,F,2007,Félicité
9.0,M,2007,Elouan
5.0,F,2007,Gaëtane
6.0,F,2007,Elyssa
13.0,M,2007,Gaspar
13.0,F,2007,Enora
11.0,F,2007,Grace
8.0,M,2007,Fabien
5.0,M,2007,Hakim
7.0,F,2007,Floriane
5.0,M,2007,Ilyess
18.0,M,2007,Frédéric
30.0,F,2007,Imane
18.0,M,2007,Georges
40.0,M,2007,Isaac
51.0,M,2007,Grégoire
18.0,F,2007,Isaure
20.0,F,2007,Hortense
16.0,M,2007,James
10.0,M,2007,Ilyan
26.0,M,2007,Jérémie
18.0,M,2007,Ivan
5.0,M,2007,Léo-Paul
7.0,F,2007,Janelle
8.0,F,2007,Line
192.0,F,2007,Jeanne
9.0,M,2007,Lior
14.0,M,2007,Jordan
5.0,F,2007,Loïs
16.0,M,2007,Karim
30.0,F,2007,Lucile
6.0,F,2007,Kiara
5.0,F,2007,Lynda
27.0,M,2007,Kylian
45.0,F,2007,Maëlys
22.0,F,2007,Lara
71.0,F,2007,Margot
5.0,M,2007,Lirone
16.0,F,2007,Mia
90.0,F,2007,Lisa
5.0,M,2007,Mohamed-Ali
256.0,M,2007,Louis
20.0,M,2007,Mohammed
38.0,M,2007,Luca
9.0,M,2007,Niels
13.0,F,2007,Lucia
68.0,F,2007,Océane
41.0,M,2007,Lucien
7.0,M,2007,Patrick
24.0,F,2007,Ludivine
7.0,F,2007,Philomène
6.0,M,2007,Luis
6.0,M,2007,Rodrigue
20.0,M,2007,Luka
85.0,F,2007,Rose
39.0,F,2007,Madeleine
7.0,F,2007,Ruth
10.0,M,2007,Marco
23.0,M,2007,Ryan
6.0,F,2007,Marie-Lou
25.0,F,2007,Salma
7.0,F,2007,Marylou
5.0,M,2007,Sekou
51.0,M,2007,Mathéo
30.0,F,2007,Sixtine
5.0,M,2007,Mike
6.0,M,2007,Tim
37.0,M,2007,Milo
8.0,F,2007,Viviane
22.0,M,2007,Nathanaël
8.0,M,2007,Yani
8.0,F,2007,Nawel
14.0,M,2008,Aboubacar
11.0,M,2007,Noham
88.0,M,2008,Alexis
6.0,F,2007,Perla
8.0,F,2008,Aliya
100.0,M,2007,Quentin
6.0,M,2008,Alone
24.0,F,2007,Rebecca
7.0,M,2008,Amadou
5.0,M,2007,Roland
16.0,F,2008,Amel
10.0,M,2007,Sébastien
9.0,F,2008,Amy
33.0,M,2007,Sofiane
22.0,M,2008,Andrea
25.0,M,2007,Stanislas
5.0,F,2008,Anjali
59.0,M,2007,Tristan
7.0,M,2008,Aylan
45.0,M,2007,Ulysse
21.0,F,2008,Bérénice
181.0,M,2007,Victor
13.0,M,2008,Bilel
18.0,M,2007,Yohan
40.0,M,2008,Camille
9.0,F,2007,Yousra
78.0,F,2008,Capucine
25.0,M,2008,Abdoulaye
12.0,F,2008,Caroline
12.0,M,2008,Ange
6.0,F,2008,Clélia
6.0,F,2008,Angela
148.0,M,2008,Clément
12.0,M,2008,Arthus
5.0,F,2008,Cléophée
6.0,F,2008,Aude
6.0,M,2008,Constant
37.0,M,2008,Basile
5.0,M,2008,Dario
5.0,M,2008,Bradley
29.0,M,2008,Edgar
31.0,F,2008,Céleste
14.0,F,2008,Ela
5.0,F,2008,Chirine
7.0,F,2008,Eliette
10.0,F,2008,Clothilde
5.0,F,2008,Erin
15.0,F,2008,Colette
26.0,F,2008,Eve
16.0,M,2008,Constantin
19.0,F,2008,Flora
9.0,F,2008,Daria
8.0,M,2008,Florent
10.0,M,2008,Darius
82.0,F,2008,Gabrielle
87.0,M,2008,David
5.0,M,2008,Gad
10.0,F,2008,Diana
10.0,M,2008,Idriss
46.0,F,2008,Eden
47.0,F,2008,Ines
25.0,F,2008,Eléa
44.0,M,2008,Ismaël
65.0,F,2008,Elisa
9.0,M,2008,Joaquim
7.0,F,2008,Ema
7.0,F,2008,Johanna
